,Depot,Cliente_1,Cliente_2,Cliente_3,Cliente_4,Cliente_5,Cliente_6,Cliente_7,Cliente_8,Cliente_9,Cliente_10,Cliente_11,Cliente_12,Cliente_13,Cliente_14,Cliente_15,Cliente_16,Cliente_17,Cliente_18,Cliente_19,Cliente_20,Cliente_21,Cliente_22,Cliente_23,Cliente_24,Cliente_25,Cliente_26,Cliente_27,Cliente_28,Cliente_29,Cliente_30,Cliente_31,Cliente_32,Cliente_33,Cliente_34,Cliente_35,Cliente_36,Cliente_37,Cliente_38,Cliente_39,Cliente_40,Cliente_41,Cliente_42,Cliente_43,Cliente_44,Cliente_45,Cliente_46,Cliente_47,Cliente_48,Cliente_49,Cliente_50,Cliente_51,Cliente_52,Cliente_53,Cliente_54,Cliente_55,Cliente_56,Cliente_57,Cliente_58,Cliente_59,Cliente_60,Cliente_61,Cliente_62,Cliente_63,Cliente_64,Cliente_65,Cliente_66,Cliente_67,Cliente_68,Cliente_69,Cliente_70,Cliente_71,Cliente_72,Cliente_73,Cliente_74,Cliente_75,Cliente_76,Cliente_77,Cliente_78,Cliente_79,Cliente_80,Cliente_81,Cliente_82,Cliente_83,Cliente_84,Cliente_85,Cliente_86,Cliente_87,Cliente_88,Cliente_89,Cliente_90,Cliente_91,Cliente_92,Cliente_93,Cliente_94,Cliente_95,Cliente_96,Cliente_97,Cliente_98,Cliente_99,Cliente_100,Cliente_101,Cliente_102,Cliente_103,Cliente_104,Cliente_105,Cliente_106,Cliente_107,Cliente_108,Cliente_109,Cliente_110,Cliente_111,Cliente_112,Cliente_113,Cliente_114,Cliente_115,Cliente_116,Cliente_117,Cliente_118,Cliente_119,Cliente_120,Cliente_121,Cliente_122,Cliente_123,Cliente_124,Cliente_125,Cliente_126,Cliente_127,Cliente_128,Cliente_129,Cliente_130,Cliente_131,Cliente_132,Cliente_133,Cliente_134,Cliente_135,Cliente_136,Cliente_137,Cliente_138,Cliente_139,Cliente_140,Cliente_141,Cliente_142,Cliente_143,Cliente_144,Cliente_145,Cliente_146,Cliente_147,Cliente_148,Cliente_149
Depot,0,11,23,12,17,6,12,14,32,43,28,5,8,29,12,17,11,32,5,28,12,21,24,53,26,7,35,24,22,13,11,7,16,6,27,29,6,36,14,36,22,8,7,28,9,22,38,33,28,12,12,26,10,33,21,25,4,17,12,5,20,22,12,18,38,26,4,20,21,30,32,12,18,16,21,7,32,6,29,48,38,29,30,14,27,13,38,40,27,18,12,36,12,16,11,10,13,46,7,9,12,4,12,11,24,23,26,41,38,15,38,23,11,36,6,29,18,24,8,7,36,38,27,12,17,46,12,7,28,13,42,8,16,14,17,9,12,12,17,11,9,20,9,13,22,20,28,20,23,13
Cliente_1,11,0,22,18,17,12,9,15,34,44,29,11,9,28,9,18,7,33,12,29,10,21,26,54,25,14,36,20,20,11,8,14,17,10,25,30,13,37,14,35,18,8,10,29,16,20,37,34,29,9,9,24,11,34,21,21,10,17,19,11,20,23,9,24,36,27,9,19,22,28,34,9,16,15,21,14,30,7,30,50,37,30,31,16,26,7,37,41,26,17,13,35,14,17,9,12,7,47,8,13,9,10,9,12,26,22,27,42,39,16,36,21,8,37,9,23,20,25,8,14,37,37,33,9,17,48,6,14,29,6,43,9,11,4,17,15,13,9,17,0,9,20,10,6,23,19,26,19,19,7
Cliente_2,24,22,0,24,10,26,20,16,15,24,24,24,23,10,20,24,20,15,25,24,20,9,13,39,12,25,16,12,7,20,23,24,18,23,5,10,26,18,21,15,8,23,25,20,26,7,17,17,21,21,20,6,21,15,8,14,24,9,26,24,10,12,22,36,16,15,21,10,11,8,16,20,8,14,9,25,46,22,10,35,17,19,13,12,6,23,17,21,8,9,22,16,16,12,22,19,21,32,22,23,20,24,20,20,19,6,21,27,20,14,16,5,23,18,25,22,13,19,23,26,18,17,46,20,12,33,20,22,21,19,23,24,23,20,9,28,19,20,10,22,24,7,19,22,14,8,7,9,9,24
Cliente_3,11,19,24,0,18,8,19,15,33,44,29,10,16,30,19,12,19,33,10,29,20,22,25,54,26,9,36,25,23,21,19,5,15,13,28,30,8,37,13,37,23,16,10,28,7,23,39,34,28,19,19,26,16,34,22,26,10,18,3,10,21,23,20,18,39,27,12,20,22,31,33,19,19,18,22,9,40,13,30,50,39,30,30,16,28,21,39,41,28,19,14,37,14,17,19,13,21,47,15,11,19,10,19,14,25,24,27,42,38,16,39,24,19,37,13,30,19,25,13,8,37,39,28,19,18,47,20,7,29,21,43,16,24,22,18,11,14,19,18,19,15,21,13,21,23,21,29,20,24,21
Cliente_4,19,18,8,19,0,21,17,11,15,26,17,20,19,12,17,19,16,15,20,17,16,4,10,35,8,20,18,9,8,16,19,19,12,18,11,15,21,19,16,21,5,19,20,17,21,8,22,16,17,18,17,11,16,16,4,11,19,7,21,20,2,6,18,32,22,12,16,2,6,14,15,17,6,10,4,20,42,18,14,31,22,16,13,8,12,19,22,23,13,6,17,19,11,8,20,15,18,29,18,18,17,19,17,16,14,9,15,23,20,9,22,7,19,19,20,19,8,13,18,22,19,22,41,17,8,29,16,17,17,16,25,19,19,17,7,23,15,17,0,18,19,3,14,18,11,6,12,2,7,20
Cliente_5,6,14,25,10,20,0,15,16,35,45,30,8,10,31,15,16,14,34,5,30,14,24,27,55,28,9,38,26,24,16,14,5,17,9,29,32,4,38,15,39,24,10,5,30,8,24,40,36,30,14,15,28,12,35,23,28,5,20,11,8,22,24,14,17,40,29,7,22,23,32,35,15,21,18,24,9,35,8,31,51,40,31,32,17,29,15,40,42,30,21,14,38,15,18,14,13,15,48,9,11,15,6,15,13,27,26,29,43,40,18,40,25,14,38,8,31,21,26,8,5,38,40,26,15,19,49,14,8,30,16,44,10,18,17,19,8,14,15,20,14,10,23,12,16,24,22,30,22,25,16
Cliente_6,14,12,17,19,13,16,0,9,28,38,25,15,8,24,0,20,10,27,15,24,8,17,20,48,21,17,30,13,15,7,12,17,18,14,20,24,16,31,13,30,11,7,15,24,19,15,32,28,24,5,0,19,6,28,16,15,14,11,21,15,16,17,7,28,32,22,12,16,16,24,28,0,12,6,17,17,37,12,24,44,32,28,25,11,21,15,32,35,21,13,11,31,10,10,6,8,11,41,12,14,0,14,0,8,21,17,23,36,33,9,32,17,12,31,14,19,15,21,13,17,31,32,37,0,9,42,10,17,24,12,37,9,14,12,11,18,8,0,13,12,14,16,10,11,18,14,22,16,13,13
Cliente_7,15,16,16,15,10,16,10,0,25,36,21,15,14,22,10,16,18,25,16,20,15,14,17,46,19,16,28,17,15,15,17,15,12,14,20,22,17,29,13,29,15,13,16,20,17,15,31,26,20,10,10,19,8,26,14,18,15,10,17,15,13,14,15,28,31,19,13,12,14,23,26,10,11,9,14,16,38,13,22,42,31,21,22,7,20,18,31,33,20,11,12,29,4,7,13,8,18,39,14,15,10,15,10,9,17,16,19,34,30,5,31,16,17,29,16,22,11,17,14,18,29,31,37,10,8,39,18,13,20,18,35,14,22,20,9,19,5,10,10,16,15,13,10,19,14,13,21,12,16,19
Cliente_8,33,34,18,33,18,35,30,25,0,16,15,33,32,10,30,33,31,3,34,11,28,18,14,26,12,34,5,26,20,29,33,33,26,32,14,7,35,6,30,10,22,32,34,10,35,20,19,3,8,31,30,17,30,6,21,27,33,22,35,33,17,17,31,45,13,11,30,17,16,14,2,30,21,23,18,34,48,31,7,22,19,8,8,21,14,35,19,10,16,22,30,6,25,21,32,28,32,20,32,32,30,33,30,30,14,20,12,14,8,23,13,17,33,6,34,29,17,13,32,36,6,19,54,30,21,20,31,31,12,31,16,33,35,33,22,37,28,30,18,34,33,20,28,32,16,21,13,17,24,34
Cliente_9,43,35,26,42,29,45,33,34,17,0,28,44,37,22,33,43,32,18,44,24,35,30,27,26,25,43,14,24,26,33,35,42,39,42,20,20,45,13,39,15,24,37,42,23,44,26,21,16,20,34,33,22,34,16,29,22,43,30,44,44,30,30,36,56,11,24,41,31,29,18,18,33,29,31,30,43,37,39,19,22,21,22,22,31,21,35,21,15,20,30,40,13,34,34,37,36,34,20,40,41,33,43,33,36,25,25,20,2,15,33,12,26,35,15,42,17,29,25,40,46,13,21,66,33,31,20,33,41,26,32,3,37,35,33,30,47,35,33,29,35,41,28,37,34,29,27,24,31,24,37
Cliente_10,26,27,20,25,16,27,24,18,13,23,0,26,25,16,24,26,26,12,26,11,24,16,12,33,14,26,15,22,20,24,28,25,19,24,20,14,27,16,22,18,18,25,26,8,27,20,25,13,10,23,24,23,23,13,16,23,25,18,28,26,16,14,26,38,21,11,22,16,15,20,13,24,18,18,16,26,48,24,13,29,25,9,14,14,20,28,25,20,22,19,23,16,18,15,26,21,27,26,24,24,24,25,24,22,6,21,9,21,18,15,21,20,28,16,26,30,11,5,24,28,16,25,47,24,17,26,26,24,6,26,22,25,30,28,18,30,20,24,16,27,26,16,20,27,11,18,19,16,20,29
Cliente_11,7,14,25,11,19,8,14,16,34,44,30,0,10,30,14,15,14,34,8,30,14,23,26,54,27,5,37,26,24,16,14,7,16,4,28,31,8,37,13,38,24,10,10,29,9,24,40,35,29,14,14,27,11,34,23,27,4,19,12,0,21,23,14,21,39,28,5,21,22,31,34,14,20,18,23,5,35,8,30,50,40,31,31,16,29,15,40,41,29,20,11,38,14,18,13,12,15,47,9,4,14,3,14,12,26,25,28,42,39,17,39,24,14,38,9,30,20,26,10,9,38,40,30,14,18,48,14,5,29,16,44,10,18,17,19,12,13,14,19,14,11,22,10,16,23,22,30,21,24,16
Cliente_12,7,7,21,14,16,8,8,12,31,41,26,7,0,27,8,16,7,30,8,26,8,20,23,51,24,10,33,20,20,9,7,10,15,6,25,27,9,34,11,34,18,3,7,26,12,20,36,32,26,7,8,24,8,31,19,22,7,16,15,7,18,20,7,20,36,24,5,18,19,28,31,8,17,13,20,10,30,5,27,47,36,27,28,13,25,11,36,38,25,17,9,34,11,14,6,9,8,44,4,9,8,7,8,9,23,22,24,39,36,14,36,21,7,34,7,26,17,22,5,10,34,36,29,8,15,45,7,10,26,10,40,1,11,10,15,11,10,8,16,7,7,19,7,9,20,18,26,18,19,9
Cliente_13,30,29,12,30,14,32,27,22,9,21,15,30,29,0,27,30,26,8,31,16,25,16,10,31,8,30,12,19,14,26,30,30,23,29,7,5,32,13,27,12,15,29,31,13,32,14,15,10,13,28,27,11,27,9,15,21,30,16,32,30,13,14,28,42,15,8,27,14,12,10,9,27,15,20,16,30,52,28,5,27,15,11,3,18,8,29,15,17,10,15,27,13,22,18,29,25,29,24,28,29,27,30,27,26,14,14,16,19,15,20,15,10,30,13,31,29,15,14,29,32,13,15,51,27,18,24,27,28,13,26,20,30,29,27,16,34,25,27,14,29,30,14,25,29,13,15,6,13,17,31
Cliente_14,14,12,17,19,13,16,0,9,28,38,25,15,8,24,0,20,10,27,15,24,8,17,20,48,21,17,30,13,15,7,12,17,18,14,20,24,16,31,13,30,11,7,15,24,19,15,32,28,24,5,0,19,6,28,16,15,14,11,21,15,16,17,7,28,32,22,12,16,16,24,28,0,12,6,17,17,37,12,24,44,32,28,25,11,21,15,32,35,21,13,11,31,10,10,6,8,11,41,12,14,0,14,0,8,21,17,23,36,33,9,32,17,12,31,14,19,15,21,13,17,31,32,37,0,9,42,10,17,24,12,37,9,14,12,11,18,8,0,13,12,14,16,10,11,18,14,22,16,13,13
Cliente_15,17,19,23,10,17,14,18,14,32,42,28,14,17,29,18,0,20,32,17,28,21,21,24,52,25,13,35,24,22,22,20,12,14,15,26,29,14,36,11,36,22,17,17,27,14,22,38,33,27,17,18,25,14,32,21,25,13,17,13,14,19,21,21,24,37,26,13,19,20,29,32,18,18,16,21,13,40,16,28,48,38,29,29,14,27,20,38,39,27,18,13,36,13,16,20,11,22,45,16,14,18,14,18,12,24,23,26,40,37,15,37,22,20,36,18,28,18,24,16,15,36,38,34,18,16,46,21,10,27,21,42,17,24,22,17,17,12,18,17,19,17,20,11,22,22,20,28,19,22,22
Cliente_16,14,8,19,22,14,16,10,17,30,40,29,14,9,27,10,23,0,30,15,28,5,19,22,50,23,17,33,17,18,8,7,17,23,13,22,27,16,34,18,32,15,8,15,28,19,18,34,31,28,9,10,21,14,30,19,18,14,14,22,14,17,20,8,27,34,24,12,17,18,26,30,10,14,12,19,17,34,12,27,46,34,31,27,15,23,8,34,38,23,14,16,33,18,12,8,16,5,44,11,16,10,14,10,16,25,19,27,38,35,15,34,18,7,34,14,20,19,25,12,17,34,34,36,10,12,44,0,17,28,5,40,9,6,4,13,18,16,10,14,8,14,18,14,6,23,16,24,17,16,8
Cliente_17,33,34,17,32,17,34,30,24,3,18,15,33,32,9,30,33,30,0,34,12,28,18,13,28,12,33,5,25,20,29,32,32,26,31,13,6,34,7,30,9,21,32,33,10,34,20,18,4,9,30,30,17,30,3,20,26,32,22,34,33,16,16,30,45,13,11,29,17,15,14,3,30,20,22,18,33,47,31,7,24,18,8,8,20,14,34,18,11,16,21,30,5,25,20,32,28,31,21,31,32,30,32,30,29,14,19,13,16,9,22,13,16,32,7,33,28,18,14,31,35,7,18,54,30,20,21,31,31,12,31,16,32,35,32,22,37,28,30,17,34,33,20,27,32,16,20,12,16,23,34
Cliente_18,4,13,24,12,18,6,13,15,34,44,29,7,9,30,13,17,12,33,0,29,13,22,26,54,27,8,36,25,23,15,12,7,17,8,28,30,6,37,15,37,23,9,3,29,9,23,39,34,29,13,13,27,11,34,22,27,5,18,12,7,21,23,13,19,39,27,6,21,22,31,34,13,20,17,22,8,34,5,30,50,39,30,31,16,28,14,39,41,28,20,13,37,14,17,12,12,14,47,8,11,13,5,13,12,26,24,27,42,39,16,39,24,12,37,4,30,20,25,7,7,37,39,28,13,18,48,13,8,29,14,43,9,17,16,18,10,13,13,18,13,9,22,10,15,23,21,29,21,24,14
Cliente_19,26,28,20,26,16,28,24,18,12,19,13,26,26,17,24,26,26,12,27,0,24,17,13,28,15,27,14,22,21,25,28,26,20,25,21,15,28,14,23,19,18,26,27,8,28,21,27,11,4,24,24,24,23,14,17,24,26,18,28,26,17,15,26,38,22,13,23,17,17,22,11,24,19,18,17,27,49,24,15,24,27,10,15,15,22,29,27,18,23,20,24,15,18,15,27,22,27,22,24,25,24,26,24,23,8,22,5,17,15,16,22,20,28,14,27,31,11,8,25,29,14,27,48,24,17,22,27,24,12,27,18,26,31,28,18,30,21,24,16,28,26,16,21,28,13,19,20,17,20,30
Cliente_20,13,10,18,20,14,14,8,15,28,38,27,13,8,25,8,22,5,28,14,26,0,17,20,48,21,16,31,15,17,3,6,15,21,12,22,25,14,32,17,32,13,7,12,26,18,17,34,29,26,8,8,21,12,28,17,17,12,12,21,13,16,18,5,26,33,22,11,16,16,25,28,8,14,10,17,16,36,10,25,44,34,29,25,13,22,10,34,35,23,14,15,32,16,10,6,14,6,41,10,15,8,12,8,14,23,19,25,36,33,13,33,18,6,32,12,21,17,23,10,15,32,34,35,8,10,42,6,16,26,7,38,8,10,7,11,17,14,8,14,10,12,16,12,6,21,16,23,16,14,8
Cliente_21,20,20,9,20,5,22,18,12,16,26,18,20,20,12,18,20,17,16,21,18,17,0,10,36,9,21,19,11,9,18,21,20,13,19,13,15,22,20,17,22,7,20,21,17,22,9,24,17,17,18,18,12,17,16,5,12,20,9,22,20,3,6,19,33,24,12,17,2,6,16,16,18,8,11,0,21,43,19,15,32,24,17,14,9,13,20,24,24,15,8,18,20,12,9,21,16,20,30,19,19,18,20,18,17,14,10,16,24,21,10,24,9,21,20,21,20,8,14,19,23,20,24,42,18,9,30,18,18,17,17,26,20,20,18,9,24,15,18,5,20,20,5,15,20,11,7,12,3,9,23
Cliente_22,24,25,15,23,10,25,21,16,13,24,13,24,23,10,21,24,22,13,25,13,19,11,0,33,7,24,16,17,15,20,24,24,17,23,16,10,25,17,21,18,13,23,25,13,26,15,22,14,13,22,21,19,21,14,12,18,23,14,26,24,9,8,21,36,21,7,20,10,6,16,13,21,14,14,11,24,46,22,10,29,22,14,10,12,15,25,22,21,18,14,21,17,16,12,23,19,22,27,22,23,21,23,21,20,10,17,11,21,18,13,21,13,24,17,24,25,9,9,22,26,17,22,45,21,12,27,22,22,13,22,23,23,26,24,13,28,19,21,10,25,24,11,18,23,5,13,12,9,15,25
Cliente_23,51,52,40,50,35,52,48,43,28,25,33,51,50,32,48,51,48,28,52,28,46,36,31,0,30,51,31,44,42,47,51,51,41,50,36,30,52,30,48,35,40,50,52,28,53,42,41,28,24,49,48,39,48,30,39,43,50,41,53,51,35,35,48,63,31,29,48,35,33,36,27,48,41,41,36,51,52,49,30,10,41,26,30,39,36,52,41,34,38,41,48,32,43,39,50,46,50,17,49,50,48,50,48,47,30,42,24,23,31,37,32,39,51,30,51,37,33,30,50,53,30,41,72,48,39,17,49,49,30,49,25,50,53,51,40,55,46,48,35,52,51,38,46,50,34,40,35,35,42,52
Cliente_24,27,26,14,27,12,29,24,19,10,20,14,28,27,6,24,27,25,9,28,14,23,13,8,30,0,28,12,19,18,24,27,27,20,26,12,8,29,13,24,14,16,27,28,12,29,18,19,10,11,25,24,16,25,10,14,21,27,15,29,28,11,11,25,40,19,7,24,11,10,14,10,24,16,17,13,28,50,26,7,26,19,10,7,15,13,27,19,17,14,16,25,13,19,15,27,23,26,23,26,26,24,27,24,24,13,18,15,18,14,17,19,13,27,13,28,27,15,13,26,30,13,19,49,24,15,23,26,26,12,24,19,27,27,25,15,32,23,24,12,26,28,13,22,26,11,16,11,11,18,28
Cliente_25,11,18,21,8,16,8,17,13,31,41,26,6,15,27,17,11,18,30,11,26,19,20,23,51,24,0,34,22,20,20,18,4,13,9,25,28,8,34,10,35,20,15,10,26,7,20,36,32,26,17,17,24,13,31,20,24,6,16,8,6,18,20,19,18,36,25,10,18,19,28,31,17,17,15,20,0,39,13,27,47,36,27,28,13,25,19,36,38,26,17,12,34,11,14,18,11,20,44,14,7,17,6,17,12,23,22,25,39,36,14,36,21,18,34,13,27,17,22,14,8,34,36,28,17,15,45,19,3,26,20,40,15,24,21,15,11,11,17,16,18,16,19,10,20,20,18,26,18,21,20
Cliente_26,36,36,18,36,20,38,33,28,5,13,18,36,35,13,33,36,34,6,37,15,32,23,16,30,15,37,0,26,20,32,36,36,29,35,14,10,38,3,33,7,22,35,37,13,38,20,17,4,12,34,33,17,33,8,22,28,36,23,38,36,20,20,34,48,9,14,33,20,18,13,6,33,22,26,23,37,44,34,10,26,17,11,11,24,15,36,17,8,15,22,34,1,28,24,35,31,35,23,34,35,33,36,33,32,17,19,15,14,6,26,9,19,36,5,37,25,20,17,35,38,5,17,58,33,24,24,34,34,15,33,12,36,36,34,23,40,32,33,20,36,36,21,31,35,19,22,15,20,24,37
Cliente_27,23,17,10,23,10,25,15,15,23,32,22,24,20,18,15,23,15,23,24,22,15,9,15,44,15,24,24,0,5,16,18,23,18,22,13,18,25,25,20,23,4,19,24,22,25,5,23,24,22,16,15,9,16,23,8,8,23,10,25,24,9,12,17,36,22,17,20,9,11,13,24,15,7,11,9,24,44,22,18,40,23,24,21,12,14,18,23,29,10,10,21,23,15,12,17,19,16,37,22,22,15,23,15,18,19,7,21,32,28,14,22,9,18,26,24,16,13,18,22,26,26,23,45,15,12,37,15,22,22,14,31,20,18,16,10,28,15,15,10,17,24,8,18,17,16,6,14,9,2,19
Cliente_28,22,19,7,22,9,24,16,14,20,28,22,22,22,15,16,22,17,19,23,22,16,8,15,43,14,23,20,6,0,17,20,22,17,21,7,15,24,21,19,17,5,20,23,21,24,0,18,21,21,17,16,4,18,20,7,10,22,7,24,22,9,11,18,34,17,16,19,8,10,8,20,16,7,12,8,23,44,20,14,39,18,23,17,10,10,20,18,25,6,7,20,19,14,10,18,18,19,36,20,21,16,22,16,19,18,2,20,31,23,13,17,8,20,22,23,18,12,18,21,25,22,18,44,16,10,36,17,20,21,16,27,22,20,18,7,26,16,16,9,19,22,6,17,19,16,4,12,8,3,21
Cliente_29,13,11,20,21,15,15,6,13,30,40,28,14,8,26,6,22,7,29,14,28,3,18,22,50,23,16,32,17,19,0,8,16,20,12,23,26,15,33,17,33,15,8,12,27,18,19,35,30,28,6,6,22,10,30,18,18,13,13,21,14,18,19,3,26,35,23,11,18,18,26,30,6,15,10,18,16,35,10,26,46,35,30,27,14,24,13,35,37,24,15,15,33,14,12,4,12,8,43,10,16,6,13,6,12,24,20,26,38,34,13,35,20,8,33,12,22,18,24,10,16,33,35,36,6,11,43,8,16,28,9,39,8,12,9,12,17,12,6,15,11,11,17,13,9,22,17,25,18,16,9
Cliente_30,14,8,22,21,18,15,10,16,32,43,31,14,9,29,10,23,4,32,15,31,6,21,24,53,26,17,35,20,21,8,0,16,22,13,25,29,16,36,18,35,18,8,14,30,19,21,37,33,30,9,10,24,13,33,21,21,14,16,22,14,21,22,8,27,36,26,12,21,21,28,32,10,17,14,21,17,34,12,29,48,37,33,30,17,26,10,37,40,26,17,16,36,18,15,8,15,4,46,11,16,10,14,10,15,27,22,29,41,38,17,36,21,0,36,14,23,21,27,12,16,36,37,36,10,14,46,5,17,30,6,42,9,8,6,15,18,15,10,18,8,14,20,14,5,25,19,27,21,19,5
Cliente_31,10,17,21,5,15,6,16,12,30,40,26,7,14,26,16,10,18,30,9,26,18,19,22,50,23,6,33,22,20,20,18,0,12,9,24,27,6,33,10,34,20,14,8,25,5,20,36,31,25,16,16,23,12,30,19,23,6,15,5,7,17,19,18,17,35,24,11,17,18,27,30,16,16,15,19,6,38,11,26,46,36,26,27,12,25,18,36,37,25,16,11,34,10,14,17,10,19,43,13,8,16,7,16,11,22,21,24,38,35,13,35,20,18,33,11,26,16,22,11,6,33,36,26,16,14,44,18,3,25,19,40,14,23,20,15,10,10,16,15,17,13,18,10,20,19,18,26,17,20,19
Cliente_32,16,17,18,14,13,18,17,11,27,34,22,16,15,24,17,13,19,27,17,22,20,14,18,43,20,15,30,19,18,21,19,14,0,15,21,24,18,30,13,31,16,15,17,22,16,18,33,28,22,17,17,21,13,27,14,21,16,13,16,16,14,15,19,27,32,21,13,14,14,24,27,17,15,14,14,15,38,14,23,39,33,23,24,11,22,19,33,34,24,14,14,31,9,12,19,13,20,37,14,15,17,16,17,14,18,19,20,31,32,11,32,17,19,30,17,25,13,18,15,17,30,33,36,17,13,37,19,13,22,19,33,16,23,21,13,20,14,17,13,17,16,13,11,21,16,16,23,14,18,21
Cliente_33,7,12,22,14,16,8,13,13,32,42,27,4,9,28,13,16,12,31,8,27,13,20,24,52,25,8,34,23,21,14,12,9,15,0,26,28,8,35,9,35,21,9,9,26,11,21,37,32,27,12,13,25,9,32,20,24,5,16,14,4,19,21,13,20,37,25,3,19,20,29,32,13,17,15,20,8,33,7,28,48,37,28,29,14,26,13,37,39,26,17,7,35,12,15,12,10,14,45,8,5,13,4,13,10,24,22,25,40,37,14,37,22,12,35,8,28,18,23,8,9,35,37,29,13,16,45,13,7,27,13,41,9,17,14,16,11,11,13,16,12,10,19,6,14,21,19,27,19,22,14
Cliente_34,26,25,6,26,13,28,22,18,13,21,21,27,26,8,22,26,22,12,27,21,22,12,14,36,13,27,13,12,7,23,25,26,20,25,0,8,28,15,23,12,11,26,27,18,28,7,13,14,18,23,22,4,24,13,10,16,26,12,28,27,12,14,24,39,12,13,23,12,13,3,13,22,10,16,12,27,49,25,7,32,13,16,10,15,2,25,13,19,2,11,24,13,18,14,25,22,24,29,25,25,22,26,22,23,19,6,21,24,17,17,12,8,25,15,27,25,16,19,25,29,15,13,48,22,15,30,22,25,18,22,20,26,25,23,12,31,22,22,13,25,27,10,21,24,15,10,5,12,10,26
Cliente_35,29,30,13,28,15,30,26,21,6,20,14,29,28,5,26,29,26,6,30,14,24,16,9,30,9,29,9,21,16,25,29,28,22,28,9,0,30,10,26,10,17,28,30,11,30,16,15,8,11,27,26,12,26,6,16,22,28,18,31,29,14,13,26,41,14,7,26,15,11,10,6,26,16,19,16,29,51,27,1,26,15,9,4,17,10,30,15,14,11,17,26,10,21,17,28,24,27,23,27,28,26,28,26,25,13,15,15,18,12,18,14,12,29,10,29,30,14,13,28,31,10,15,50,26,17,23,27,27,11,27,19,28,31,29,17,33,24,26,15,30,29,15,23,28,12,16,8,14,19,30
Cliente_36,6,14,25,10,20,2,15,16,35,45,30,8,10,31,15,16,14,34,5,30,14,24,27,55,28,9,38,26,24,16,14,5,17,9,29,32,0,38,15,39,24,10,4,30,6,24,40,36,30,14,15,28,12,35,24,28,5,20,11,8,22,24,14,17,40,29,7,22,23,32,35,15,21,18,24,9,35,8,31,51,40,31,32,17,29,15,40,42,30,21,15,38,15,18,14,13,15,48,9,11,15,6,15,13,27,26,29,43,40,18,40,25,14,38,8,31,21,26,7,4,38,40,26,15,19,49,14,8,30,16,44,10,18,16,19,8,14,15,20,14,9,23,12,16,24,22,30,22,25,15
Cliente_37,36,36,19,36,21,38,34,28,5,13,19,37,36,13,34,36,34,6,37,14,32,23,17,30,16,37,2,27,21,33,36,36,29,35,15,10,38,0,33,7,23,36,37,13,38,21,17,4,12,34,34,18,34,8,22,28,36,24,38,37,20,20,34,49,9,15,33,21,19,14,6,34,22,26,23,37,43,35,11,26,17,12,12,24,16,37,17,6,15,23,34,3,28,24,36,32,35,23,35,35,34,36,34,33,17,20,15,14,4,26,9,20,36,3,37,24,20,17,35,39,5,17,58,34,24,24,35,35,16,34,12,36,37,35,23,41,32,34,21,36,37,21,31,35,20,22,15,20,25,38
Cliente_38,12,14,23,16,17,14,13,13,33,43,28,12,12,29,13,17,15,32,13,28,16,22,24,53,26,14,35,22,22,17,15,15,15,10,27,29,14,36,0,36,22,12,13,28,17,22,38,33,28,13,13,26,9,33,21,24,12,17,18,12,20,22,16,26,38,26,9,20,21,30,33,13,18,14,22,14,35,11,29,49,38,29,30,15,27,15,38,40,27,18,3,36,13,16,15,10,17,46,11,10,13,12,13,10,24,23,26,41,38,15,38,23,15,36,13,29,19,24,11,15,36,38,35,13,17,46,16,14,28,16,42,12,19,17,17,17,10,13,17,14,12,20,5,17,22,20,28,20,23,17
Cliente_39,36,35,17,36,23,38,32,28,9,14,21,37,36,12,32,36,32,10,37,19,32,22,18,34,17,37,7,22,17,33,35,36,30,35,12,10,38,8,33,0,21,36,37,15,38,17,14,8,15,33,32,14,34,8,20,26,36,22,38,37,22,21,34,49,7,15,33,22,20,10,10,32,20,26,22,37,44,35,9,30,14,14,12,25,13,35,14,11,12,21,34,6,28,24,35,32,34,27,35,35,32,36,32,33,20,16,19,15,10,27,7,18,35,9,37,25,22,20,35,39,9,14,58,32,25,28,33,35,18,32,13,36,35,33,22,41,32,32,23,35,37,20,31,34,20,20,14,22,20,36
Cliente_40,22,17,7,22,7,24,14,14,20,29,20,22,18,15,14,22,14,20,23,19,13,6,12,41,12,22,21,5,5,14,17,22,15,21,10,15,24,22,19,20,0,17,23,19,24,5,22,21,19,14,14,9,15,20,5,7,22,7,24,22,6,9,15,34,21,14,19,6,8,13,21,14,5,9,6,22,44,20,15,37,22,21,18,10,11,17,22,26,10,7,19,20,14,10,16,17,16,34,20,21,14,22,14,18,16,6,18,29,25,11,21,6,17,23,23,17,10,16,21,24,23,22,43,14,10,34,15,20,19,14,28,18,17,15,7,26,13,14,7,17,22,5,17,16,14,3,12,6,2,18
Cliente_41,10,7,21,17,18,11,5,12,32,42,28,10,3,29,5,19,7,32,11,27,8,21,24,52,25,13,35,18,20,8,7,12,18,9,25,29,11,36,14,34,16,0,10,27,14,20,36,33,27,5,5,24,8,32,21,19,9,16,18,10,20,21,7,23,36,26,8,20,20,28,32,5,16,11,21,13,32,8,28,48,36,28,29,14,25,12,36,39,25,17,12,36,14,14,5,10,8,45,7,12,5,9,5,10,24,21,26,40,37,12,36,21,7,36,10,24,18,24,8,12,36,36,32,5,14,46,8,13,27,10,42,4,11,9,15,14,10,5,18,7,10,20,9,9,21,18,26,20,17,9
